,date,marketcap,price,txVol,meanFee
399,2017-07-06,458178345.622,4.58,1351064.5553899999,0.003322579808695652
400,2017-07-07,433179172.41400003,4.33,1600978.23147,0.0034123361737677525
401,2017-07-08,378774335.878,3.79,956093.762436,0.002673333858267717
402,2017-07-09,391990592.0,3.92,946082.376378,0.0024887350561211175
403,2017-07-10,373921751.773,3.74,6510960.45254,0.002482763257575758
404,2017-07-11,279005386.1,2.79,3661160.9510800005,0.0029878163962822136
405,2017-07-12,259126527.86900002,2.59,1422717.5696299998,0.0019823183509876897
406,2017-07-13,304976862.069,3.05,788275.3481180001,0.0011440280894220282
407,2017-07-14,288909613.169,2.89,1374891.45662,0.0013080880638894885
408,2017-07-15,243288264.70599997,2.43,2823523.3706,0.0014823773699072207
409,2017-07-16,201262218.27400002,2.01,1080387.46859,0.0011610161585365855
410,2017-07-17,196867103.175,1.97,766973.095336,0.0014267385612443293
411,2017-07-18,252375773.852,2.52,754612.047046,0.002170171665603063
412,2017-07-19,282473662.879,2.83,979244.673851,0.0014235575693574368
413,2017-07-20,260926920.0,2.61,848454.817788,0.0013759963722111373
414,2017-07-21,326160987.65400004,3.26,1331488.5552100001,0.0015073286177424109
415,2017-07-22,324281630.769,3.24,2017717.42039,0.0018575656433703464
416,2017-07-23,389752109.589,3.9,967549.7406540001,0.0013414910886682643
417,2017-07-24,364905639.205,3.65,1078805.23135,0.00125902960949464
418,2017-07-25,352505621.99300003,3.52,1813713.76477,0.0014578735711811568
419,2017-07-26,291850802.92,2.92,2302176.24135,0.0014807085427135677
420,2017-07-27,274041847.273,2.74,969810.854375,0.0011190627365294866
421,2017-07-28,276119600.0,2.76,1871075.98233,0.001761397024257948
422,2017-07-29,297797526.132,2.98,1314147.87,0.0032787269099201826
423,2017-07-30,286798466.912,2.87,1156542.61635,0.0014068616922676387
424,2017-07-31,273773309.353,2.74,1397328.48488,0.00043634728777551567
425,2017-08-01,277326694.352,2.77,1394409.80951,0.00038416336797066016
426,2017-08-02,301925145.299,3.02,2078339.5799200002,0.0013928233254015467
427,2017-08-03,354377046.875,3.54,2565826.39132,0.001130098969072165
428,2017-08-04,387442888.28300005,3.87,1754546.2549400001,0.0013241958642232403
429,2017-08-05,366966018.519,3.67,1624813.25173,0.002262574487119438
430,2017-08-06,431684913.628,4.32,2065072.30935,0.001250661807393884
431,2017-08-07,517552719.85800004,5.18,3863570.13165,0.000982839376495613
432,2017-08-08,564093826.248,5.64,4506833.59471,0.00207687510683259
433,2017-08-09,537768261.86,5.38,3060990.09453,0.0016628036934741403
434,2017-08-10,523727707.143,5.24,3303944.62788,0.0010132061245485388
435,2017-08-11,559706859.206,5.6,3831175.33336,0.0015949488929788685
436,2017-08-12,558201100.99,5.58,2949144.2124900003,0.0018459967384718949
437,2017-08-13,504837640.919,5.05,2731722.6397599997,0.0009956717060773481
438,2017-08-14,483499372.881,4.83,2588402.72679,0.0008642083783783783
439,2017-08-15,473055298.53900003,4.73,2954271.3782,0.0008018747453844593
